Gene names,Alpha A30P_day_1, Alpha A53T_day_1, Control _day_1
,#DIV/0!,#DIV/0!,#DIV/0!
sxe2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Hmt-1,0.243845,0.3204,0.2821225
alpha-Man-IIb,1.053385,#DIV/0!,#DIV/0!
Acyp2,0.63084,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.43314,#DIV/0!,#DIV/0!
ldlCp,#DIV/0!,#DIV/0!,#DIV/0!
CG12258,#DIV/0!,#DIV/0!,#DIV/0!
Aats-ser,#DIV/0!,#DIV/0!,#DIV/0!
,0.372815,0.5625,0.4676575
mRpL9,0.32342,0.41051,0.366965
Rpb7,#DIV/0!,#DIV/0!,#DIV/0!
Mf,#DIV/0!,#DIV/0!,#DIV/0!
Nup93-2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pde6,0.23618,0.17181,0.203995
mRpL11,0.28609,0.45567,0.37088
Aats-met,#DIV/0!,#DIV/0!,#DIV/0!
Npc2b,0.36667,#DIV/0!,#DIV/0!
,0.71818,#DIV/0!,#DIV/0!
Cht5,0.578835,0.865615,0.722225
ninaB,#DIV/0!,#DIV/0!,#DIV/0!
flfl,#DIV/0!,#DIV/0!,#DIV/0!
rin,5.5231,0.55853,3.040815
poly,0.33097,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.45408,0.63544,0.54476
,#DIV/0!,#DIV/0!,#DIV/0!
,0.32436,0.42077,0.372565
,#DIV/0!,#DIV/0!,#DIV/0!
CG5608-RA,0.390625,0.40624,0.3984325
CG5641,0.425225,0.49407,0.4596475
CG17202,#DIV/0!,#DIV/0!,#DIV/0!
Dip-C,0.52832,0.401335,0.4648275
GstD5,#DIV/0!,#DIV/0!,#DIV/0!
GstD10,#DIV/0!,#DIV/0!,#DIV/0!
MBD-R2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3532-RB,#DIV/0!,#DIV/0!,#DIV/0!
Cad87A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
ClC-a,#DIV/0!,#DIV/0!,#DIV/0!
Lk6,#DIV/0!,#DIV/0!,#DIV/0!
,8.097,#DIV/0!,#DIV/0!
,1.1519,#DIV/0!,#DIV/0!
Elp1,0.24839,#DIV/0!,#DIV/0!
wkd,#DIV/0!,#DIV/0!,#DIV/0!
,0.30489,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Ranbp9,5.4143,0.38457,2.899435
Arfip,0.33112,#DIV/0!,#DIV/0!
CG14701,#DIV/0!,#DIV/0!,#DIV/0!
CG17726,#DIV/0!,0.38684,#DIV/0!
CG6693,#DIV/0!,#DIV/0!,#DIV/0!
Ugt35a,#DIV/0!,0.75885,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.15923,#DIV/0!
,0.86973,#DIV/0!,#DIV/0!
Art1,#DIV/0!,0.58153,#DIV/0!
mRpL37,0.33862,0.303145,0.3208825
,0.408285,0.66745,0.5378675
Bruce,#DIV/0!,#DIV/0!,#DIV/0!
Invadolysin,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Art4,#DIV/0!,#DIV/0!,#DIV/0!
CG12945-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9396-RA,#DIV/0!,#DIV/0!,#DIV/0!
Vps45,0.79832,#DIV/0!,#DIV/0!
,1.9399,#DIV/0!,#DIV/0!
by,0.859505,#DIV/0!,#DIV/0!
CG9363,#DIV/0!,0.4766,#DIV/0!
CG18473,#DIV/0!,#DIV/0!,#DIV/0!
,0.69535,#DIV/0!,#DIV/0!
Vps16A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.72295,#DIV/0!
hyx,#DIV/0!,0.33038,#DIV/0!
,3.4054,#DIV/0!,#DIV/0!
RagA-B,#DIV/0!,#DIV/0!,#DIV/0!
CAHbeta,#DIV/0!,#DIV/0!,#DIV/0!
pyd,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9773,#DIV/0!,#DIV/0!,#DIV/0!
mRpL19,0.71092,0.62905,0.669985
CG8021-RA,1.9576,1.19975,1.578675
mRpS18A,1.153,2.2709,1.71195
PQBP-1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Atg13,#DIV/0!,#DIV/0!,#DIV/0!
tex,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Gie,0.66704,#DIV/0!,#DIV/0!
,0.698535,0.43039,0.5644625
unc-45,0.21402,0.229895,0.2219575
,#DIV/0!,#DIV/0!,#DIV/0!
,0.557425,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
wtrw,#DIV/0!,#DIV/0!,#DIV/0!
Neurochondrin,0.1298885,0.1213885,0.1256385
CG1104,1.80065,0.763495,1.2820725
,#DIV/0!,#DIV/0!,#DIV/0!
Dpck,0.42598,0.31652,0.37125
,0.30744,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
lap,1.248,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Est8,#DIV/0!,#DIV/0!,#DIV/0!
l(2)k14505,#DIV/0!,#DIV/0!,#DIV/0!
Mcm10,#DIV/0!,#DIV/0!,#DIV/0!
CG9246,#DIV/0!,#DIV/0!,#DIV/0!
CG12050-RB,#DIV/0!,#DIV/0!,#DIV/0!
CG31676-RA,#DIV/0!,1.097765,#DIV/0!
Spn38F,#DIV/0!,#DIV/0!,#DIV/0!
,0.98327,0.9551,0.969185
Ns4,#DIV/0!,#DIV/0!,#DIV/0!
CG9319-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.22775,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,1.7575,1.1327,1.4451
Arc-p34,0.98101,0.79934,0.890175
mRpS18B,#DIV/0!,0.22248,#DIV/0!
vls,#DIV/0!,#DIV/0!,#DIV/0!
Hf,0.947025,#DIV/0!,#DIV/0!
,0.55048,#DIV/0!,#DIV/0!
pcna2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG33116-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG10166,0.797605,0.78517,0.7913875
,#DIV/0!,0.6476,#DIV/0!
swm,0.753165,0.58074,0.6669525
,#DIV/0!,#DIV/0!,#DIV/0!
Rab9,#DIV/0!,#DIV/0!,#DIV/0!
CG9987,#DIV/0!,0.54782,#DIV/0!
l(2)37Ce,#DIV/0!,#DIV/0!,#DIV/0!
l(2)37Cb,#DIV/0!,#DIV/0!,#DIV/0!
l(2)37Bb,0.31179,#DIV/0!,#DIV/0!
Acn,0.360985,0.399445,0.380215
mib2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Nedd8,1.5598,#DIV/0!,#DIV/0!
mRpL13,#DIV/0!,#DIV/0!,#DIV/0!
,0.18237,0.13465,0.15851
BEST:LD25345,#DIV/0!,#DIV/0!,#DIV/0!
Faf,0.499405,#DIV/0!,#DIV/0!
Jwa,#DIV/0!,#DIV/0!,#DIV/0!
,0.526765,#DIV/0!,#DIV/0!
,#DIV/0!,0.54547,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
rdo,0.39372,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.669675,0.65725,0.6634625
fws,#DIV/0!,#DIV/0!,#DIV/0!
Rpb11,1.6573,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
yellow-b,#DIV/0!,0.63841,#DIV/0!
,#DIV/0!,0.35615,#DIV/0!
CG17904,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)35Bd,0.35388,#DIV/0!,#DIV/0!
dyn-p25,#DIV/0!,#DIV/0!,#DIV/0!
CG9267-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.450175,0.45097,0.4505725
Nnp-1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG31729-RA;CG6263,0.3265,0.62135,0.473925
,#DIV/0!,#DIV/0!,#DIV/0!
Ski6,#DIV/0!,#DIV/0!,#DIV/0!
kek4,#DIV/0!,#DIV/0!,#DIV/0!
DnaJ-H,#DIV/0!,#DIV/0!,#DIV/0!
,0.49373,0.39906,0.446395
Ced-12,0.483455,0.16463,0.3240425
RpL7-like,#DIV/0!,#DIV/0!,#DIV/0!
CG6770-RA,1.96615,2.0707,2.018425
CG6766-RA,0.98394,0.78947,0.886705
CG16965-RB,1.055595,#DIV/0!,#DIV/0!
CycY,0.25778,#DIV/0!,#DIV/0!
BcDNA.GH07269,#DIV/0!,#DIV/0!,#DIV/0!
Ppt2,#DIV/0!,#DIV/0!,#DIV/0!
hgo,0.41257,#DIV/0!,#DIV/0!
Nup160,0.82747,#DIV/0!,#DIV/0!
CG6230-RA,0.37071,0.304605,0.3376575
l(2)gd1,#DIV/0!,#DIV/0!,#DIV/0!
Ge-1,0.325065,0.385865,0.355465
SCAR,0.8339,0.70037,0.767135
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG6724,0.31533,0.98349,0.64941
,#DIV/0!,0.63521,#DIV/0!
,1.51585,0.98487,1.25036
,#DIV/0!,#DIV/0!,#DIV/0!
CG18302-RA,2.1944,#DIV/0!,#DIV/0!
,1.018115,0.85122,0.9346675
,#DIV/0!,0.32943,#DIV/0!
,0.408015,1.155235,0.781625
,0.72444,0.53739,0.630915
CG5198,1.0604,#DIV/0!,#DIV/0!
CG4968,#DIV/0!,0.98533,#DIV/0!
,0.714165,0.11125,0.4127075
Mob3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Npc1a,0.302535,#DIV/0!,#DIV/0!
,#DIV/0!,1.5989,#DIV/0!
Spn31A,0.57676,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG4592-RA,#DIV/0!,#DIV/0!,#DIV/0!
Srp54,0.468345,0.95551,0.7119275
zf30C,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4e3,#DIV/0!,1.1647,#DIV/0!
,1.515655,#DIV/0!,#DIV/0!
Mco1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG18661,0.86084,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Trs23,0.69878,0.74774,0.72326
PrBP,#DIV/0!,1.1465,#DIV/0!
mRpL51,1.10365,0.52401,0.81383
CG13096,#DIV/0!,0.28248,#DIV/0!
ESTS:172F5T,#DIV/0!,#DIV/0!,#DIV/0!
lectin-29Ca,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Wdr82,#DIV/0!,#DIV/0!,#DIV/0!
CG7627-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG7787,#DIV/0!,#DIV/0!,#DIV/0!
wol,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spn28F,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Rbsn-5,#DIV/0!,#DIV/0!,#DIV/0!
mon2,#DIV/0!,#DIV/0!,#DIV/0!
poe,0.673755,0.669885,0.67182
,2.2891,#DIV/0!,#DIV/0!
Wwox,#DIV/0!,#DIV/0!,#DIV/0!
Proct,#DIV/0!,#DIV/0!,#DIV/0!
r2d2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4d21,#DIV/0!,#DIV/0!,#DIV/0!
,0.70852,0.196015,0.4522675
CG5181,#DIV/0!,#DIV/0!,#DIV/0!
Rab30,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
SA,#DIV/0!,#DIV/0!,#DIV/0!
,0.288565,0.45714,0.3728525
Rat1,#DIV/0!,#DIV/0!,#DIV/0!
,0.46278,#DIV/0!,#DIV/0!
Galt,#DIV/0!,#DIV/0!,#DIV/0!
,1.08115,#DIV/0!,#DIV/0!
Ent2,1.01414,#DIV/0!,#DIV/0!
CG9551,#DIV/0!,#DIV/0!,#DIV/0!
CG9542,0.308375,0.45476,0.3815675
frj,0.56913,#DIV/0!,#DIV/0!
retm,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Arpc4,0.75937,0.447045,0.6032075
CG9175-RA,#DIV/0!,0.67375,#DIV/0!
,0.357365,0.351495,0.35443
mtm,#DIV/0!,0.74504,#DIV/0!
lid,#DIV/0!,0.20988,#DIV/0!
bchs,0.359105,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
obst-E,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7277,#DIV/0!,#DIV/0!,#DIV/0!
CG6907,0.469165,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4ac1;Cyp4ac3;Cyp4ac2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
vkg,#DIV/0!,#DIV/0!,#DIV/0!
CG3887,0.70218,1.6767,1.18944
CG3792,0.54853,#DIV/0!,#DIV/0!
Gmd,#DIV/0!,#DIV/0!,#DIV/0!
CG14043,#DIV/0!,#DIV/0!,#DIV/0!
mRpL24,1.07408,0.755035,0.9145575
CG12581-RA,#DIV/0!,#DIV/0!,#DIV/0!
aux,#DIV/0!,#DIV/0!,#DIV/0!
,0.350175,0.44349,0.3968325
,#DIV/0!,#DIV/0!,#DIV/0!
Fip1,#DIV/0!,#DIV/0!,#DIV/0!
CG12001,#DIV/0!,#DIV/0!,#DIV/0!
eIF3-S5-1,0.44758,0.36734,0.40746
atms,#DIV/0!,#DIV/0!,#DIV/0!
CG2016-RB,#DIV/0!,#DIV/0!,#DIV/0!
,0.42739,#DIV/0!,#DIV/0!
cno,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Prosbeta7,#DIV/0!,0.67867,#DIV/0!
mRpL44,0.68494,0.55708,0.62101
CG12168,#DIV/0!,#DIV/0!,#DIV/0!
CG2509,0.22885,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
elm,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.67479,#DIV/0!,#DIV/0!
,1.2988,0.51896,0.90888
CG42675-RF,#DIV/0!,#DIV/0!,#DIV/0!
Hpr1,0.38685,#DIV/0!,#DIV/0!
,#DIV/0!,1.2271,#DIV/0!
,0.32863,0.55352,0.441075
Ddx1,0.37101,0.30406,0.337535
CG7414,0.350375,0.34266,0.3465175
Rpb8,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.27925,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.500995,0.344515,0.422755
Wnk,#DIV/0!,#DIV/0!,#DIV/0!
CoVIII,1.7816,1.5337,1.65765
M6,#DIV/0!,#DIV/0!,#DIV/0!
,1.34845,4.3885,2.868475
CG12975,#DIV/0!,#DIV/0!,#DIV/0!
,0.91407,0.22662,0.570345
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3116,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.24625,#DIV/0!
CG3634,#DIV/0!,#DIV/0!,#DIV/0!
Pex14,#DIV/0!,1.6079,#DIV/0!
CG4186-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.24614,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL15,0.6681,3.19256,1.93033
zye,#DIV/0!,#DIV/0!,#DIV/0!
Toll-9,#DIV/0!,#DIV/0!,#DIV/0!
Spn77Bc,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.15514,#DIV/0!
,0.481325,#DIV/0!,#DIV/0!
mRpL10,#DIV/0!,0.21457,#DIV/0!
Tbc1d15-17,#DIV/0!,#DIV/0!,#DIV/0!
CG17078-RA,0.406115,0.43695,0.4215325
Spp,0.345595,0.38124,0.3634175
nAcRbeta-21C,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Clp,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.26208,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Atg4,2.8424,0.24209,1.542245
,#DIV/0!,0.23738,#DIV/0!
Iris,#DIV/0!,#DIV/0!,#DIV/0!
capt,0.357775,#DIV/0!,#DIV/0!
Plap,1.570985,1.46872,1.5198525
CG5001-RA,0.39639,0.44731,0.42185
,#DIV/0!,#DIV/0!,#DIV/0!
,0.988965,1.012965,1.000965
robo3,#DIV/0!,#DIV/0!,#DIV/0!
mRpL48,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG15356-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,2.2211,#DIV/0!,#DIV/0!
l(2)s5379,0.52985,0.555655,0.5427525
,#DIV/0!,#DIV/0!,#DIV/0!
CG3597-RA,1.2304,#DIV/0!,#DIV/0!
Glyctk,#DIV/0!,#DIV/0!,#DIV/0!
Cyp309a1,#DIV/0!,#DIV/0!,#DIV/0!
Arpc5,0.807585,0.740625,0.774105
CG31689-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG3098,#DIV/0!,#DIV/0!,#DIV/0!
,0.68119,0.47436,0.577775
Prx6005,1.7595,#DIV/0!,#DIV/0!
,0.51907,#DIV/0!,#DIV/0!
GABPI,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
sec5,0.31628,0.31345,0.314865
,#DIV/0!,#DIV/0!,#DIV/0!
Dot,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.84894,#DIV/0!
,2.90055,1.0214,1.960975
,0.37774,#DIV/0!,#DIV/0!
ed,#DIV/0!,#DIV/0!,#DIV/0!
lectin-24Db,#DIV/0!,#DIV/0!,#DIV/0!
CG3338-RA,#DIV/0!,#DIV/0!,#DIV/0!
Elp3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.3318,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.301135,6.552,3.4265675
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
hoe2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14614-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG14619-RC,0.243185,#DIV/0!,#DIV/0!
,1.19275,#DIV/0!,#DIV/0!
S6kII,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cda4,#DIV/0!,#DIV/0!,#DIV/0!
obst-A,0.62537,0.4921,0.558735
Syx16,#DIV/0!,#DIV/0!,#DIV/0!
Obp19b,#DIV/0!,#DIV/0!,#DIV/0!
,0.76867,#DIV/0!,#DIV/0!
CG32521-RB,#DIV/0!,#DIV/0!,#DIV/0!
CG1704,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.29978,#DIV/0!
waw,0.46698,#DIV/0!,#DIV/0!
CG10671,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.6032,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
membrin,#DIV/0!,#DIV/0!,#DIV/0!
sinu,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Bre1,#DIV/0!,#DIV/0!,#DIV/0!
QC,1.76545,1.5806,1.673025
,#DIV/0!,#DIV/0!,#DIV/0!
alphaKap4,#DIV/0!,#DIV/0!,#DIV/0!
loj,#DIV/0!,0.56705,#DIV/0!
CG13298,#DIV/0!,#DIV/0!,#DIV/0!
Trn,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.480405,0.25472,0.3675625
,#DIV/0!,#DIV/0!,#DIV/0!
CG14830-RA,2.488,2.0431,2.26555
unc-13-4A,#DIV/0!,#DIV/0!,#DIV/0!
,0.67295,0.54228,0.607615
Cyp316a1,#DIV/0!,#DIV/0!,#DIV/0!
ltl,#DIV/0!,#DIV/0!,#DIV/0!
Srp9,#DIV/0!,#DIV/0!,#DIV/0!
RNaseX25,1.4599,#DIV/0!,#DIV/0!
CG7375,0.66632,0.76476,0.71554
CG8005,#DIV/0!,#DIV/0!,#DIV/0!
,0.31063,0.23417,0.2724
exo70,0.470765,0.34275,0.4067575
,#DIV/0!,#DIV/0!,#DIV/0!
GstO1,0.61826,0.5965,0.60738
GAPsec,#DIV/0!,#DIV/0!,#DIV/0!
Zasp66,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Srp68,0.43135,0.34239,0.38687
,#DIV/0!,0.41011,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Use1,0.97311,#DIV/0!,#DIV/0!
nwk,#DIV/0!,#DIV/0!,#DIV/0!
UGP,1.39125,#DIV/0!,#DIV/0!
CG4447-RA,2.20385,2.452,2.327925
Bet3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.85137,#DIV/0!
vnc,0.23013,0.28159,0.25586
,#DIV/0!,0.49952,#DIV/0!
CG7949,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
blos2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
APP-BP1,0.45855,0.15035,0.30445
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL2,0.238205,0.27416,0.2561825
Ufd1-like,0.80529,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Plod,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Fuca,#DIV/0!,#DIV/0!,#DIV/0!
CG6083-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG32085-RA,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAP68F,#DIV/0!,0.39602,#DIV/0!
thoc6,#DIV/0!,#DIV/0!,#DIV/0!
,0.64862,0.57436,0.61149
Smyd4,#DIV/0!,#DIV/0!,#DIV/0!
ArfGAP1,0.55024,0.516975,0.5336075
CG10616,#DIV/0!,#DIV/0!,#DIV/0!
SmD1,1.00154,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.67305,0.816485,0.7447675
mRpL20,0.33781,0.44326,0.390535
SRm160,0.42706,1.4457,0.93638
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14105,#DIV/0!,#DIV/0!,#DIV/0!
Vps36,#DIV/0!,#DIV/0!,#DIV/0!
Liprin-beta,#DIV/0!,#DIV/0!,#DIV/0!
bru-3,#DIV/0!,#DIV/0!,#DIV/0!
CG8745,#DIV/0!,#DIV/0!,#DIV/0!
CG32138,#DIV/0!,4.7162,#DIV/0!
Pex1,#DIV/0!,#DIV/0!,#DIV/0!
bbg,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mop,0.26227,0.5411,0.401685
,0.74353,0.969655,0.8565925
mRpL39,0.38019,0.39892,0.389555
CTPsyn,0.29649,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pex3,#DIV/0!,#DIV/0!,#DIV/0!
Prp31,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.5783,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.92196,#DIV/0!
CG7857-RA,0.567835,#DIV/0!,#DIV/0!
CG7427,#DIV/0!,#DIV/0!,#DIV/0!
UFSP2,0.4583,#DIV/0!,#DIV/0!
CG12304;CG12304-RB,0.216845,0.2734,0.2451225
CG15715-RA,#DIV/0!,#DIV/0!,#DIV/0!
,4.004825,0.85034,2.4275825
CG5931,0.248225,6.4729,3.3605625
CG17026-RA,#DIV/0!,#DIV/0!,#DIV/0!
Hip14,#DIV/0!,#DIV/0!,#DIV/0!
CG5161,1.58265,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.4061,#DIV/0!
CG13062-RA,#DIV/0!,#DIV/0!,#DIV/0!
Nplp3,#DIV/0!,#DIV/0!,#DIV/0!
,1.8003,0.51809,1.159195
,0.25285,0.15648,0.204665
mRpS34,0.494625,0.362395,0.42851
CG4933,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RAF2,#DIV/0!,0.78422,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Syx8,#DIV/0!,#DIV/0!,#DIV/0!
l(3)73Ah,#DIV/0!,#DIV/0!,#DIV/0!
,0.24019,0.29316,0.266675
,#DIV/0!,#DIV/0!,#DIV/0!
Baldspot,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9705,0.52364,0.75388,0.63876
Lmpt,#DIV/0!,#DIV/0!,#DIV/0!
,0.56278,0.18031,0.371545
Fit2,#DIV/0!,0.33877,#DIV/0!
,0.70823,0.703315,0.7057725
CG32174,#DIV/0!,#DIV/0!,#DIV/0!
Oatp74D,#DIV/0!,#DIV/0!,#DIV/0!
U4-U6-60K,#DIV/0!,#DIV/0!,#DIV/0!
,0.47732,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Adgf-A,#DIV/0!,#DIV/0!,#DIV/0!
Prestin,#DIV/0!,#DIV/0!,#DIV/0!
CG5290-RA,#DIV/0!,#DIV/0!,#DIV/0!
mRpS26,0.64602,0.41676,0.53139
,0.19221,0.29988,0.246045
Aut1,0.389815,0.32891,0.3593625
CSN1b,0.782885,0.44347,0.6131775
,0.89432,2.0326,1.46346
,0.232535,0.30756,0.2700475
Acp76A,#DIV/0!,#DIV/0!,#DIV/0!
,1.03072,0.57067,0.800695
