Gene names,Alpha A30P_day_10, Alpha A53T_day_10, Control _day_10
Usp12-46,#DIV/0!,#DIV/0!,#DIV/0!
CG13841-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
HP1c,#DIV/0!,#DIV/0!,#DIV/0!
CG6982-RC,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6d4,#DIV/0!,#DIV/0!,#DIV/0!
Nup133,#DIV/0!,#DIV/0!,#DIV/0!
mRpL45,0.91786,0.83771,0.877785
EF-G2,#DIV/0!,#DIV/0!,#DIV/0!
CSN6,1.58605,1.371375,1.4787125
,0.421805,0.4113575,0.41658125
Pebp1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG5382,#DIV/0!,#DIV/0!,#DIV/0!
Cchl,0.368395,0.386145,0.37727
lsn,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Oga,0.237755,0.2481825,0.24296875
,#DIV/0!,#DIV/0!,#DIV/0!
CG5862,#DIV/0!,#DIV/0!,#DIV/0!
Ubpy,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
sec15,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAP93B,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RpS30,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
psidin,0.2843675,0.29101125,0.287689375
Xport,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAP92B,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG6231-RD,#DIV/0!,#DIV/0!,#DIV/0!
Dys,0.89067125,0.806749375,0.848710313
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL55,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
snRNP-U1-C,#DIV/0!,#DIV/0!,#DIV/0!
Smu1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cpsf73,#DIV/0!,#DIV/0!,#DIV/0!
CstF-64,#DIV/0!,#DIV/0!,#DIV/0!
CG7694,#DIV/0!,#DIV/0!,#DIV/0!
Nup43,0.47337375,0.511065625,0.492219688
PKD,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Rpb4,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7993,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Ssdp,#DIV/0!,#DIV/0!,#DIV/0!
Prx5-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7477,#DIV/0!,#DIV/0!,#DIV/0!
AttD,#DIV/0!,#DIV/0!,#DIV/0!
SF1,#DIV/0!,#DIV/0!,#DIV/0!
,0.238495,0.2521375,0.24531625
mRpS11,0.3421375,0.34834125,0.345239375
Patr-1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG17556-RA,#DIV/0!,#DIV/0!,#DIV/0!
modSP,#DIV/0!,#DIV/0!,#DIV/0!
CG10326,#DIV/0!,#DIV/0!,#DIV/0!
mRpS33,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG17931,0.3973025,0.40013375,0.398718125
Sulf1,#DIV/0!,#DIV/0!,#DIV/0!
Bin1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
sxe2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Hmt-1,0.30126125,0.291691875,0.296476563
alpha-Man-IIb,#DIV/0!,#DIV/0!,#DIV/0!
Acyp2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
ldlCp,#DIV/0!,#DIV/0!,#DIV/0!
CG12258,#DIV/0!,#DIV/0!,#DIV/0!
Aats-ser,#DIV/0!,#DIV/0!,#DIV/0!
,0.51507875,0.491368125,0.503223438
mRpL9,0.3887375,0.37785125,0.383294375
Rpb7,#DIV/0!,#DIV/0!,#DIV/0!
Mf,#DIV/0!,#DIV/0!,#DIV/0!
Nup93-2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pde6,0.1879025,0.19594875,0.191925625
mRpL11,0.413275,0.3920775,0.40267625
Aats-met,#DIV/0!,#DIV/0!,#DIV/0!
Npc2b,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cht5,0.79392,0.7580725,0.77599625
ninaB,#DIV/0!,#DIV/0!,#DIV/0!
flfl,#DIV/0!,#DIV/0!,#DIV/0!
rin,1.7996725,2.42024375,2.109958125
poly,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.5901,0.56743,0.578765
,#DIV/0!,#DIV/0!,#DIV/0!
,0.3966675,0.38461625,0.390641875
,#DIV/0!,#DIV/0!,#DIV/0!
CG5608-RA,0.40233625,0.400384375,0.401360313
CG5641,0.47685875,0.468253125,0.472555938
CG17202,#DIV/0!,#DIV/0!,#DIV/0!
Dip-C,0.43308125,0.448954375,0.441017813
GstD5,#DIV/0!,#DIV/0!,#DIV/0!
GstD10,#DIV/0!,#DIV/0!,#DIV/0!
MBD-R2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3532-RB,#DIV/0!,#DIV/0!,#DIV/0!
Cad87A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
ClC-a,#DIV/0!,#DIV/0!,#DIV/0!
Lk6,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Elp1,#DIV/0!,#DIV/0!,#DIV/0!
wkd,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Ranbp9,1.6420025,2.27071875,1.956360625
Arfip,#DIV/0!,#DIV/0!,#DIV/0!
CG14701,#DIV/0!,#DIV/0!,#DIV/0!
CG17726,#DIV/0!,#DIV/0!,#DIV/0!
CG6693,#DIV/0!,#DIV/0!,#DIV/0!
Ugt35a,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Art1,#DIV/0!,#DIV/0!,#DIV/0!
mRpL37,0.31201375,0.316448125,0.314230938
,0.60265875,0.570263125,0.586460938
Bruce,#DIV/0!,#DIV/0!,#DIV/0!
Invadolysin,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Art4,#DIV/0!,#DIV/0!,#DIV/0!
CG12945-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9396-RA,#DIV/0!,#DIV/0!,#DIV/0!
Vps45,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
by,#DIV/0!,#DIV/0!,#DIV/0!
CG9363,#DIV/0!,#DIV/0!,#DIV/0!
CG18473,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Vps16A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
hyx,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RagA-B,#DIV/0!,#DIV/0!,#DIV/0!
CAHbeta,#DIV/0!,#DIV/0!,#DIV/0!
pyd,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9773,#DIV/0!,#DIV/0!,#DIV/0!
mRpL19,0.6495175,0.65975125,0.654634375
CG8021-RA,1.3892125,1.48394375,1.436578125
mRpS18A,1.991425,1.8516875,1.92155625
PQBP-1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Atg13,#DIV/0!,#DIV/0!,#DIV/0!
tex,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Gie,#DIV/0!,#DIV/0!,#DIV/0!
,0.49742625,0.530944375,0.514185313
unc-45,0.22592625,0.223941875,0.224934063
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
wtrw,#DIV/0!,#DIV/0!,#DIV/0!
Neurochondrin,0.1235135,0.124576,0.12404475
CG1104,1.02278375,1.152428125,1.087605938
,#DIV/0!,#DIV/0!,#DIV/0!
Dpck,0.343885,0.3575675,0.35072625
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
lap,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Est8,#DIV/0!,#DIV/0!,#DIV/0!
l(2)k14505,#DIV/0!,#DIV/0!,#DIV/0!
Mcm10,#DIV/0!,#DIV/0!,#DIV/0!
CG9246,#DIV/0!,#DIV/0!,#DIV/0!
CG12050-RB,#DIV/0!,#DIV/0!,#DIV/0!
CG31676-RA,#DIV/0!,#DIV/0!,#DIV/0!
Spn38F,#DIV/0!,#DIV/0!,#DIV/0!
,0.9621425,0.96566375,0.963903125
Ns4,#DIV/0!,#DIV/0!,#DIV/0!
CG9319-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,1.2889,1.367,1.32795
Arc-p34,0.8447575,0.86746625,0.856111875
mRpS18B,#DIV/0!,#DIV/0!,#DIV/0!
vls,#DIV/0!,#DIV/0!,#DIV/0!
Hf,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
pcna2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG33116-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG10166,0.78827875,0.789833125,0.789055938
,#DIV/0!,#DIV/0!,#DIV/0!
swm,0.62384625,0.645399375,0.634622813
,#DIV/0!,#DIV/0!,#DIV/0!
Rab9,#DIV/0!,#DIV/0!,#DIV/0!
CG9987,#DIV/0!,#DIV/0!,#DIV/0!
l(2)37Ce,#DIV/0!,#DIV/0!,#DIV/0!
l(2)37Cb,#DIV/0!,#DIV/0!,#DIV/0!
l(2)37Bb,#DIV/0!,#DIV/0!,#DIV/0!
Acn,0.38983,0.3850225,0.38742625
mib2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Nedd8,#DIV/0!,#DIV/0!,#DIV/0!
mRpL13,#DIV/0!,#DIV/0!,#DIV/0!
,0.14658,0.152545,0.1495625
BEST:LD25345,#DIV/0!,#DIV/0!,#DIV/0!
Faf,#DIV/0!,#DIV/0!,#DIV/0!
Jwa,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
rdo,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.66035625,0.661909375,0.661132813
fws,#DIV/0!,#DIV/0!,#DIV/0!
Rpb11,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
yellow-b,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG17904,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)35Bd,#DIV/0!,#DIV/0!,#DIV/0!
dyn-p25,#DIV/0!,#DIV/0!,#DIV/0!
CG9267-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.45077125,0.450671875,0.450721563
Nnp-1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG31729-RA;CG6263,0.5476375,0.51078125,0.529209375
,#DIV/0!,#DIV/0!,#DIV/0!
Ski6,#DIV/0!,#DIV/0!,#DIV/0!
kek4,#DIV/0!,#DIV/0!,#DIV/0!
DnaJ-H,#DIV/0!,#DIV/0!,#DIV/0!
,0.4227275,0.43456125,0.428644375
Ced-12,0.24433625,0.284189375,0.264262813
RpL7-like,#DIV/0!,#DIV/0!,#DIV/0!
CG6770-RA,2.0445625,2.03149375,2.038028125
CG6766-RA,0.8380875,0.86239625,0.850241875
CG16965-RB,#DIV/0!,#DIV/0!,#DIV/0!
CycY,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.GH07269,#DIV/0!,#DIV/0!,#DIV/0!
Ppt2,#DIV/0!,#DIV/0!,#DIV/0!
hgo,#DIV/0!,#DIV/0!,#DIV/0!
Nup160,#DIV/0!,#DIV/0!,#DIV/0!
CG6230-RA,0.32113125,0.329394375,0.325262813
l(2)gd1,#DIV/0!,#DIV/0!,#DIV/0!
Ge-1,0.370665,0.363065,0.366865
SCAR,0.7337525,0.75044375,0.742098125
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG6724,0.81645,0.73293,0.77469
,#DIV/0!,#DIV/0!,#DIV/0!
,1.117615,1.1839875,1.15080125
,#DIV/0!,#DIV/0!,#DIV/0!
CG18302-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.89294375,0.913805625,0.903374688
,#DIV/0!,#DIV/0!,#DIV/0!
,0.96843,0.8750275,0.92172875
,0.5841525,0.60753375,0.595843125
CG5198,#DIV/0!,#DIV/0!,#DIV/0!
CG4968,#DIV/0!,#DIV/0!,#DIV/0!
,0.26197875,0.337343125,0.299660938
Mob3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Npc1a,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spn31A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG4592-RA,#DIV/0!,#DIV/0!,#DIV/0!
Srp54,0.83371875,0.772823125,0.803270938
zf30C,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4e3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mco1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG18661,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Trs23,0.7355,0.72938,0.73244
PrBP,#DIV/0!,#DIV/0!,#DIV/0!
mRpL51,0.66892,0.741375,0.7051475
CG13096,#DIV/0!,#DIV/0!,#DIV/0!
ESTS:172F5T,#DIV/0!,#DIV/0!,#DIV/0!
lectin-29Ca,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Wdr82,#DIV/0!,#DIV/0!,#DIV/0!
CG7627-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG7787,#DIV/0!,#DIV/0!,#DIV/0!
wol,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spn28F,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Rbsn-5,#DIV/0!,#DIV/0!,#DIV/0!
mon2,#DIV/0!,#DIV/0!,#DIV/0!
poe,0.6708525,0.67133625,0.671094375
,#DIV/0!,#DIV/0!,#DIV/0!
Wwox,#DIV/0!,#DIV/0!,#DIV/0!
Proct,#DIV/0!,#DIV/0!,#DIV/0!
r2d2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4d21,#DIV/0!,#DIV/0!,#DIV/0!
,0.32414125,0.388204375,0.356172813
CG5181,#DIV/0!,#DIV/0!,#DIV/0!
Rab30,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
SA,#DIV/0!,#DIV/0!,#DIV/0!
,0.41499625,0.393924375,0.404460313
Rat1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Galt,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Ent2,#DIV/0!,#DIV/0!,#DIV/0!
CG9551,#DIV/0!,#DIV/0!,#DIV/0!
CG9542,0.41816375,0.399865625,0.409014688
frj,#DIV/0!,#DIV/0!,#DIV/0!
retm,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Arpc4,0.52512625,0.564166875,0.544646563
CG9175-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.3529625,0.35369625,0.353329375
mtm,#DIV/0!,#DIV/0!,#DIV/0!
lid,#DIV/0!,#DIV/0!,#DIV/0!
bchs,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
obst-E,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7277,#DIV/0!,#DIV/0!,#DIV/0!
CG6907,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4ac1;Cyp4ac3;Cyp4ac2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
vkg,#DIV/0!,#DIV/0!,#DIV/0!
CG3887,1.43307,1.311255,1.3721625
CG3792,#DIV/0!,#DIV/0!,#DIV/0!
Gmd,#DIV/0!,#DIV/0!,#DIV/0!
CG14043,#DIV/0!,#DIV/0!,#DIV/0!
mRpL24,0.83479625,0.874676875,0.854736563
CG12581-RA,#DIV/0!,#DIV/0!,#DIV/0!
aux,#DIV/0!,#DIV/0!,#DIV/0!
,0.42016125,0.408496875,0.414329063
,#DIV/0!,#DIV/0!,#DIV/0!
Fip1,#DIV/0!,#DIV/0!,#DIV/0!
CG12001,#DIV/0!,#DIV/0!,#DIV/0!
eIF3-S5-1,0.3874,0.39743,0.392415
atms,#DIV/0!,#DIV/0!,#DIV/0!
CG2016-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
cno,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Prosbeta7,#DIV/0!,#DIV/0!,#DIV/0!
mRpL44,0.589045,0.6050275,0.59703625
CG12168,#DIV/0!,#DIV/0!,#DIV/0!
CG2509,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
elm,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.71392,0.8114,0.76266
CG42675-RF,#DIV/0!,#DIV/0!,#DIV/0!
Hpr1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.4972975,0.46918625,0.483241875
Ddx1,0.3207975,0.32916625,0.324981875
CG7414,0.34458875,0.345553125,0.345070938
Rpb8,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.383635,0.403195,0.393415
Wnk,#DIV/0!,#DIV/0!,#DIV/0!
CoVIII,1.595675,1.6266625,1.61116875
M6,#DIV/0!,#DIV/0!,#DIV/0!
,3.6284875,3.24848125,3.438484375
CG12975,#DIV/0!,#DIV/0!,#DIV/0!
,0.3984825,0.48441375,0.441448125
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3116,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3634,#DIV/0!,#DIV/0!,#DIV/0!
Pex14,#DIV/0!,#DIV/0!,#DIV/0!
CG4186-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL15,2.561445,2.2458875,2.40366625
zye,#DIV/0!,#DIV/0!,#DIV/0!
Toll-9,#DIV/0!,#DIV/0!,#DIV/0!
Spn77Bc,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL10,#DIV/0!,#DIV/0!,#DIV/0!
Tbc1d15-17,#DIV/0!,#DIV/0!,#DIV/0!
CG17078-RA,0.42924125,0.425386875,0.427314063
Spp,0.37232875,0.367873125,0.370100938
nAcRbeta-21C,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Clp,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Atg4,0.8921675,1.21720625,1.054686875
,#DIV/0!,#DIV/0!,#DIV/0!
Iris,#DIV/0!,#DIV/0!,#DIV/0!
capt,#DIV/0!,#DIV/0!,#DIV/0!
Plap,1.49428625,1.507069375,1.500677813
CG5001-RA,0.43458,0.428215,0.4313975
,#DIV/0!,#DIV/0!,#DIV/0!
,1.006965,1.003965,1.005465
robo3,#DIV/0!,#DIV/0!,#DIV/0!
mRpL48,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG15356-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)s5379,0.54920375,0.545978125,0.547590938
,#DIV/0!,#DIV/0!,#DIV/0!
CG3597-RA,#DIV/0!,#DIV/0!,#DIV/0!
Glyctk,#DIV/0!,#DIV/0!,#DIV/0!
Cyp309a1,#DIV/0!,#DIV/0!,#DIV/0!
Arpc5,0.757365,0.765735,0.76155
CG31689-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG3098,#DIV/0!,#DIV/0!,#DIV/0!
,0.5260675,0.55192125,0.538994375
Prx6005,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
GABPI,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
sec5,0.3141575,0.31451125,0.314334375
,#DIV/0!,#DIV/0!,#DIV/0!
Dot,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,1.4911875,1.72608125,1.608634375
,#DIV/0!,#DIV/0!,#DIV/0!
ed,#DIV/0!,#DIV/0!,#DIV/0!
lectin-24Db,#DIV/0!,#DIV/0!,#DIV/0!
CG3338-RA,#DIV/0!,#DIV/0!,#DIV/0!
Elp3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,4.98928375,4.207925625,4.598604688
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
hoe2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14614-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG14619-RC,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
S6kII,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cda4,#DIV/0!,#DIV/0!,#DIV/0!
obst-A,0.5254175,0.54207625,0.533746875
Syx16,#DIV/0!,#DIV/0!,#DIV/0!
Obp19b,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32521-RB,#DIV/0!,#DIV/0!,#DIV/0!
CG1704,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
waw,#DIV/0!,#DIV/0!,#DIV/0!
CG10671,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
membrin,#DIV/0!,#DIV/0!,#DIV/0!
sinu,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Bre1,#DIV/0!,#DIV/0!,#DIV/0!
QC,1.6268125,1.64991875,1.638365625
,#DIV/0!,#DIV/0!,#DIV/0!
alphaKap4,#DIV/0!,#DIV/0!,#DIV/0!
loj,#DIV/0!,#DIV/0!,#DIV/0!
CG13298,#DIV/0!,#DIV/0!,#DIV/0!
Trn,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.31114125,0.339351875,0.325246563
,#DIV/0!,#DIV/0!,#DIV/0!
CG14830-RA,2.154325,2.2099375,2.18213125
unc-13-4A,#DIV/0!,#DIV/0!,#DIV/0!
,0.5749475,0.59128125,0.583114375
Cyp316a1,#DIV/0!,#DIV/0!,#DIV/0!
ltl,#DIV/0!,#DIV/0!,#DIV/0!
Srp9,#DIV/0!,#DIV/0!,#DIV/0!
RNaseX25,#DIV/0!,#DIV/0!,#DIV/0!
CG7375,0.74015,0.727845,0.7339975
CG8005,#DIV/0!,#DIV/0!,#DIV/0!
,0.253285,0.2628425,0.25806375
exo70,0.37475375,0.390755625,0.382754688
,#DIV/0!,#DIV/0!,#DIV/0!
GstO1,0.60194,0.60466,0.6033
GAPsec,#DIV/0!,#DIV/0!,#DIV/0!
Zasp66,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Srp68,0.36463,0.37575,0.37019
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Use1,#DIV/0!,#DIV/0!,#DIV/0!
nwk,#DIV/0!,#DIV/0!,#DIV/0!
UGP,#DIV/0!,#DIV/0!,#DIV/0!
CG4447-RA,2.3899625,2.35894375,2.374453125
