Gene names, Alpha A53T_day_30, Control _day_30
l(3)73Ah,#DIV/0!,#DIV/0!
,0.274951563,0.275779219
,#DIV/0!,#DIV/0!
Baldspot,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG9705,0.674735,0.6783325
Lmpt,#DIV/0!,#DIV/0!
,0.311784063,0.305807969
Fit2,#DIV/0!,#DIV/0!
,0.705004531,0.704927734
CG32174,#DIV/0!,#DIV/0!
Oatp74D,#DIV/0!,#DIV/0!
U4-U6-60K,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Adgf-A,#DIV/0!,#DIV/0!
Prestin,#DIV/0!,#DIV/0!
CG5290-RA,#DIV/0!,#DIV/0!
mRpS26,0.495568125,0.491985938
,0.262868438,0.264550781
Aut1,0.349846094,0.348894453
CSN1b,0.560143906,0.554840547
,1.64131625,1.659101875
,0.281770156,0.282942422
Acp76A,#DIV/0!,#DIV/0!
,0.728812188,0.721623906
CG10424,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Bet1,#DIV/0!,#DIV/0!
Gbs-76A,#DIV/0!,#DIV/0!
CG32206-RB,1.023040313,1.029124844
,#DIV/0!,#DIV/0!
Cpr76Bb,#DIV/0!,#DIV/0!
l(3)76BDr,#DIV/0!,#DIV/0!
CG9330-RA,0.471164688,0.465737656
CG9368-RA,#DIV/0!,#DIV/0!
,0.4183725,0.41699375
l(3)76BDm,#DIV/0!,#DIV/0!
serp,0.264837969,0.267278516
Grasp65,#DIV/0!,#DIV/0!
CG14184-RB,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG32226,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Spn77Bb,#DIV/0!,#DIV/0!
Pmp70,1.07112375,1.077668125
,#DIV/0!,#DIV/0!
Arp10,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
NAA20,#DIV/0!,#DIV/0!
Nat1,0.388573906,0.383240547
mRpS14,#DIV/0!,#DIV/0!
Mec2,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG7332,0.290094531,0.292867734
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG18259-RA,#DIV/0!,#DIV/0!
,0.61114,0.61215
,#DIV/0!,#DIV/0!
Frq2,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG6762,0.557074531,0.555725234
,#DIV/0!,#DIV/0!
RhoGAPp190,0.3007175,0.30272625
,#DIV/0!,#DIV/0!
CG5172-RD,0.098169563,0.097928969
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG16700-RA,#DIV/0!,#DIV/0!
UBR1,0.439466563,0.445046719
RSG7,#DIV/0!,#DIV/0!
mRpL22,#DIV/0!,#DIV/0!
rok,#DIV/0!,#DIV/0!
,0.233234375,0.232897813
mbt,#DIV/0!,#DIV/0!
crl,#DIV/0!,#DIV/0!
Cap,#DIV/0!,#DIV/0!
rngo,#DIV/0!,#DIV/0!
CG9947-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Aats-arg,0.262832031,0.261658984
mRpL3,0.404819063,0.405712969
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,0.341387188,0.344831406
CG7872,#DIV/0!,#DIV/0!
CG7860,#DIV/0!,#DIV/0!
Gmap,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Scamp,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Cyp4s3,0.212160313,0.211404844
CG9065-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG14411-RA,#DIV/0!,#DIV/0!
Ag5r,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
mRpS25,#DIV/0!,#DIV/0!
dpr8,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
mRpL38,#DIV/0!,#DIV/0!
CG11590-RA,#DIV/0!,#DIV/0!
CG11134,0.554201406,0.553709297
CG9940,#DIV/0!,#DIV/0!
Tango2,#DIV/0!,#DIV/0!
tth,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG34324-RA,#DIV/0!,#DIV/0!
,1.6306125,1.62074375
Rbp1-like,0.818931719,0.820866641
,#DIV/0!,#DIV/0!
coq5,#DIV/0!,#DIV/0!
CG12096-RA,#DIV/0!,#DIV/0!
Bap60,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG2200,1.902645313,1.889577344
mRpL49,#DIV/0!,#DIV/0!
CG4410,#DIV/0!,#DIV/0!
CG3775-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Cpr11B,#DIV/0!,#DIV/0!
Cpr11A,#DIV/0!,#DIV/0!
Pkcdelta,#DIV/0!,#DIV/0!
Tango4,#DIV/0!,#DIV/0!
CG15735,#DIV/0!,#DIV/0!
fw,#DIV/0!,#DIV/0!
pot,#DIV/0!,#DIV/0!
Upf1,#DIV/0!,#DIV/0!
CG15738,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,0.2742,0.273095
ATP7,#DIV/0!,#DIV/0!
p24-1,#DIV/0!,#DIV/0!
Amun,0.429138594,0.429328203
FucT6,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
rho-4,#DIV/0!,#DIV/0!
e(y)2,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG1749,2.74997375,2.800818125
Cyp4g15,0.301997813,0.298918594
HP5,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG1737-RA,0.621870625,0.616429688
,0.450843594,0.454745703
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Aats-leu,#DIV/0!,#DIV/0!
axo,#DIV/0!,#DIV/0!
mRpS6,0.756694844,0.765927578
CG15014,#DIV/0!,#DIV/0!
,0.274798281,0.274398359
CG11586-RA,#DIV/0!,#DIV/0!
,0.632433281,0.638610859
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Mul1,#DIV/0!,#DIV/0!
CG14985-RB,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
mge,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG14977,#DIV/0!,#DIV/0!
CG12006,#DIV/0!,#DIV/0!
eIF5B,0.638152031,0.626006484
,0.198446563,0.198194219
,#DIV/0!,#DIV/0!
CG14966-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Cht7,0.607062969,0.608311016
CG32486,#DIV/0!,#DIV/0!
mRpS35,0.287047188,0.287521406
Fife,#DIV/0!,#DIV/0!
Aats-pro,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG16986-RA,#DIV/0!,#DIV/0!
Spn,0.546246094,0.547379453
Cyp4d20,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
mRpL23,#DIV/0!,#DIV/0!
ecd,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
BEST:HL03644,#DIV/0!,#DIV/0!
mv,#DIV/0!,#DIV/0!
Mfap1,#DIV/0!,#DIV/0!
HBS1,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Cht2,0.65928375,0.661465625
n-syb,#DIV/0!,#DIV/0!
,0.232278594,0.231323203
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Cct2,#DIV/0!,#DIV/0!
312,#DIV/0!,#DIV/0!
Ptp61F,#DIV/0!,#DIV/0!
l(3)02640,#DIV/0!,#DIV/0!
,0.60367,0.605705
Trh,#DIV/0!,#DIV/0!
CG13903,0.471103906,0.469528047
,0.189772188,0.188323906
CG13900-RA;CG13900,#DIV/0!,#DIV/0!
Vti1,#DIV/0!,#DIV/0!
RabX6,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Cypl,#DIV/0!,#DIV/0!
Cdc5,1.053598438,1.064425781
miple,#DIV/0!,#DIV/0!
mRpL17,#DIV/0!,#DIV/0!
DIP2,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Jhebp29,#DIV/0!,#DIV/0!
CG2811,#DIV/0!,#DIV/0!
Atf-2,#DIV/0!,#DIV/0!
,0.427981719,0.428456641
Cyp9c1,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Fcp1,0.635245313,0.634027344
CG11414-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG3362,#DIV/0!,#DIV/0!
mRpS17,0.456091563,0.455049219
CG4065,#DIV/0!,#DIV/0!
gek,0.23743625,0.238096875
,#DIV/0!,#DIV/0!
Fmo-1,#DIV/0!,#DIV/0!
CG16787-RA,#DIV/0!,#DIV/0!
thoc5,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
egl,#DIV/0!,#DIV/0!
mRpL43,0.6164,0.6193525
Pal2,#DIV/0!,#DIV/0!
St1,#DIV/0!,#DIV/0!
wmd,0.452955625,0.458884688
yellow-d2,#DIV/0!,#DIV/0!
yellow-d,#DIV/0!,#DIV/0!
,0.427808281,0.428688359
,#DIV/0!,#DIV/0!
l(2)06496,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Nup214,#DIV/0!,#DIV/0!
Gmer,#DIV/0!,#DIV/0!
asrij,#DIV/0!,#DIV/0!
CG3501,0.866625469,0.859904766
Cyp6d2,#DIV/0!,#DIV/0!
Ugt58Fa,0.65550125,0.651954375
CG4752-RA,0.400264219,0.400435391
mRpS29,0.349575156,0.348932422
qkr58E-2,0.71623625,0.719119375
,1.170546719,1.174344141
Rtf1,#DIV/0!,#DIV/0!
T3dh,#DIV/0!,#DIV/0!
GM130,1.725257031,1.755708984
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
lox2,#DIV/0!,#DIV/0!
Rae1,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Acox57D-p,5.55450625,5.545946875
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG34396-RC,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
mRpL54,#DIV/0!,#DIV/0!
CG15653-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
dgt3,#DIV/0!,#DIV/0!
Rx,#DIV/0!,#DIV/0!
sktl,#DIV/0!,#DIV/0!
nocte,0.614185469,0.613889766
,#DIV/0!,#DIV/0!
Hk,#DIV/0!,#DIV/0!
CG2974,#DIV/0!,#DIV/0!
Cht6,0.750851094,0.747804453
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG3004,#DIV/0!,#DIV/0!
Gga,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
c12.2,#DIV/0!,#DIV/0!
ric8a,#DIV/0!,#DIV/0!
,0.608989531,0.608207734
CG12056,#DIV/0!,#DIV/0!
Zpr1,#DIV/0!,#DIV/0!
dalao,#DIV/0!,#DIV/0!
l(1)G0020,#DIV/0!,#DIV/0!
Hexo2,0.512249531,0.512427734
Crag,#DIV/0!,#DIV/0!
CG12125-RB,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,0.345627188,0.345781406
GIIIspla2,#DIV/0!,#DIV/0!
,0.98053875,0.965595625
,#DIV/0!,#DIV/0!
,0.820607813,0.831826094
p115,0.201533438,0.201148281
,#DIV/0!,#DIV/0!
CG1677-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG4593-RA,#DIV/0!,#DIV/0!
CG32736,#DIV/0!,#DIV/0!
bou,#DIV/0!,#DIV/0!
,0.673915625,0.677212188
,0.739700313,0.738869844
CG12542,0.720716563,0.710561719
,#DIV/0!,#DIV/0!
COQ7,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Spt6,#DIV/0!,#DIV/0!
schlank,#DIV/0!,#DIV/0!
Spx,#DIV/0!,#DIV/0!
raptor,#DIV/0!,#DIV/0!
CG4666,0.505351875,0.499179063
Tsp5D,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,0.477445781,0.482302109
,#DIV/0!,#DIV/0!
lin-52,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
NAAT1,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG3556,#DIV/0!,#DIV/0!
,0.394712969,0.393286016
mRpL33,#DIV/0!,#DIV/0!
CG6133,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG2930-RA,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,0.29267,0.29382
dnc,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
mRpL14,#DIV/0!,#DIV/0!
l(1)G0144,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Mct1,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
eIF2B-epsilon,#DIV/0!,#DIV/0!
mip130,#DIV/0!,#DIV/0!
mRpL16,0.227551094,0.228221953
CG14805-RA,#DIV/0!,#DIV/0!
CG14817-RA,#DIV/0!,#DIV/0!
EG:BACN32G11.3,#DIV/0!,#DIV/0!
CG14770-RA,#DIV/0!,#DIV/0!
EG:103E12.2,0.280790156,0.280304922
TRAM,#DIV/0!,#DIV/0!
Roc1a,0.68301625,0.687116875
l(1)1Bi,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
,0.309692188,0.308483906
,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
CG9572-RA,#DIV/0!,#DIV/0!
Nep3,#DIV/0!,#DIV/0!
sec10,#DIV/0!,#DIV/0!
pic,#DIV/0!,#DIV/0!
Vha100-1,#DIV/0!,#DIV/0!
Ublcp1,#DIV/0!,#DIV/0!
,2.122178125,2.138560938
snama,#DIV/0!,#DIV/0!
Thor,#DIV/0!,#DIV/0!
sra,#DIV/0!,#DIV/0!
Cas,0.345860938,0.342449531
fl(2)d,#DIV/0!,#DIV/0!
Abi,0.67214875,0.668038125
Tim9b,#DIV/0!,#DIV/0!
epsilonCOP,0.717056094,0.722789453
Madm,#DIV/0!,#DIV/0!
BcDNA.GH10229,1.325154688,1.326022656
CG3149,#DIV/0!,#DIV/0!
cert,0.261530313,0.261119844
l(2)35Df,#DIV/0!,#DIV/0!
CG7601,#DIV/0!,#DIV/0!
BcDNA.GH04978,#DIV/0!,#DIV/0!
obst-B,#DIV/0!,#DIV/0!
vav;Vav,1.742190625,1.729804688
MAPk-Ak2,1.134291563,1.141294219
Arp66B,0.244950313,0.244944844
MRP,0.340569688,0.341990156
PGRP-SB1,#DIV/0!,#DIV/0!
Ide,1.522494063,1.554605469
,10.77996563,10.76291719
Epac,#DIV/0!,#DIV/0!
mmd,#DIV/0!,#DIV/0!
Cyp313a1,0.732737188,0.717963906
pod1,0.327764063,0.327425469
,0.228452656,0.227891172
AIF,0.458907813,0.463226094
,#DIV/0!,#DIV/0!
emb,1.53426875,1.563955625
Dlic,0.415159844,0.417585078
rdgA,0.173296859,0.17511882
ScpX,0.614441094,0.609186953
,0.291934375,0.291105313
AttC,#DIV/0!,#DIV/0!
brm,0.359194688,0.358512656
l(2)gl,0.422492188,0.425863906
Aats-ile,0.239291094,0.239449453
SPoCk,0.516912656,0.523863672
unc-104,0.296038125,0.298270938
mor,0.482377969,0.481293516
Cpr50Cb,0.862861406,0.858794297
,1.263709375,1.262095313
Hsp22,0.246953281,0.241725859
Ih,#DIV/0!,#DIV/0!
,1.290804688,1.297772656
lectin-28C,1.027749063,1.025995469
l(2)k14710,1.368988125,1.393090938
,0.644871719,0.642351641
AttB;AttA,#DIV/0!,#DIV/0!
CG8475,#DIV/0!,#DIV/0!
betaTub60D,0.183111406,0.182719297
Gfat2,0.394721406,0.396669297
FKBP59,0.266941875,0.267254063
jbug,0.245702344,0.242331328
Pect,0.394429844,0.391482578
bgm,#DIV/0!,#DIV/0!
Ugt36Bc,1.234784531,1.233982734
Papss,0.497170625,0.496952188
NitFhit,0.960212656,0.961041172
Hsp27,0.360495156,0.359892422
bbc,#DIV/0!,#DIV/0!
Fbp2,0.185543438,0.184788281
sdt,0.328544844,0.330500078
,#DIV/0!,#DIV/0!
Nsf2,0.530323125,0.523228438
,1.588034375,1.587632813
,0.591730938,0.596724531
Fmr1,0.437718125,0.439553438
Fbp1,1.176815,1.1813075
,0.503448594,0.509733203
Gal,1.192476563,1.205899219
Dab,0.532035625,0.533687188
Drep-2,0.286423906,0.286260547
AGO2,0.612262813,0.618711094
CG1665-RA,1.490695,1.4711675
Gint3,1.646592031,1.603666484
,1.461528125,1.453060938
Lsp1alpha,0.789223125,0.791365938
Hrd3,1.231184375,1.228682813
Liprin-alpha,0.469444063,0.468970469
Obp56g,2.310295313,2.305327344
Osbp,0.385063594,0.386070703
Pvr,0.295249844,0.297005078
qm,0.778983125,0.784240938
dock,0.444243125,0.447818438
,1.106716875,1.106399063
Aats-asp,0.305255625,0.305094688
,0.176400938,0.176674531
PIP5K59B,0.511745,0.5166625
Scp1,1.407526563,1.404236719
CG10361-RA,1.118387188,1.114046406
CG17493,#DIV/0!,#DIV/0!
CG5110,#DIV/0!,#DIV/0!
Cpr51A,0.96338375,0.959713125
,#DIV/0!,#DIV/0!
Src42A,0.27631625,0.275319375
,0.404872969,0.406228516
,0.864056094,0.873829453
CG6723-RA,0.5478525,0.54763375
,0.232859688,0.233510156
,1.128535938,1.134107031
scb,0.888330156,0.880397422
l(2)01289,0.216347344,0.215928828
,0.827899688,0.826205156
,0.481773438,0.482473281
,0.38831875,0.387610625
vir-1,3.923757813,3.921371094
mys,0.326007188,0.326748906
,0.864742344,0.865203828
CG31751-RA,0.461237656,0.464558672
kst,0.332159219,0.331762891
,2.096135469,2.061692266
,1.14001875,1.145390625
mRpL1,0.489609531,0.487795234
EG:22E5.5,0.377136563,0.378461719
Tep3,1.024608594,1.024523203
,#DIV/0!,#DIV/0!
PI4KIIIalpha,1.061193281,1.050040859
Gbeta5,0.496057188,0.496561406
CG6208-RA,#DIV/0!,#DIV/0!
Pkc98E,0.287175,0.2839875
CG7770,0.561932813,0.559818594
Prm,2.911126563,2.918311719
CG1090,0.631181719,0.633176641
CG1358-RB,2.008685938,2.010332031
Mlp84B,0.16460875,0.163698125
Drat,0.402704063,0.402512969
Tsp42Ed,3.336515625,3.338342188
Nrt,0.979217656,0.980276172
Cct5,0.169630469,0.169054766
LKR,1.047128906,1.042118047
Neb-cGP,6.254396875,6.215476563
Rbp9,0.474862969,0.474626016
Hsp26,0.235096406,0.235046797
Rab35,0.674700625,0.677224688
Skeletor,0.396633125,0.396515938
CoVa,1.972465625,1.965892188
CG34423-RA,2.9655,2.95105
G-salpha60A,0.399252031,0.401366484
TpnC41C,2.36545625,2.352421875
Rop,0.279116563,0.279874219
RpL39,0.5160025,0.51692125
,1.063150938,1.057029531
Mcr,0.464932031,0.463186484
LanB1,0.239685156,0.242077422
,0.307308594,0.307683203
l(1)G0193,#DIV/0!,#DIV/0!
Cha,#DIV/0!,#DIV/0!
,5.769025,5.8680375
levy,1.971876563,1.969361719
tral,0.538944375,0.537947813
CG3967,0.64420125,0.645736875
CSN3,0.675117969,0.671023516
Treh,0.663814844,0.663350078
futsch,1.073395938,1.074762031
,0.321360625,0.322609688
Eaat1,0.988131406,0.993066797
mgl,0.364625625,0.363622188
,3.166295313,3.159727344
CG4893,1.123195938,1.121647031
gish,0.513812969,0.515201016
CG13043-RA,2.111220313,2.105914844
,0.235811563,0.236456719
,1.185541719,1.190221641
,#DIV/0!,#DIV/0!
,0.685385625,0.683227188
SmD2,0.764172969,0.762448516
Gpo-1,0.723105,0.7227225
Ank,0.225267969,0.225766016
,0.669618594,0.669493203
Cdc42,0.684809375,0.687280313
TpnC73F,0.124030156,0.123512422
,0.966309375,0.968912813
CG5830-RA,0.660897344,0.657583828
ome,0.89442125,0.892821875
CG13364,0.852214844,0.847542578
14-3-3zeta,1.250503125,1.247748438
,#DIV/0!,#DIV/0!
Arp14D;Arp2,0.680335313,0.682259844
Zasp52,0.182616406,0.182411797
,1.150090313,1.151824844
AP-1-2beta,0.247122656,0.247916172
eys,0.70041,0.70256
Pmi,1.493610938,1.490894531
jdp,1.090499063,1.089545469
CG10641,1.082553906,1.076848047
,0.184792031,0.184408984
Rya-r44F,0.224055156,0.224267422
CG15173,1.523784375,1.523607813
,1.9275,1.928025
Act42A,0.31898875,0.317133125
Capr,0.482935313,0.483939844
Rbcn-3A,0.312773281,0.315140859
Fas1,1.423849375,1.432815313
,1.224554688,1.221622656
His1:CG33858;His1;His1:CG33807;His1:CG33834,1.29701875,1.296415625
CaMKII,0.322319219,0.323222891
Nmdmc,0.865308125,0.865543438
G-oalpha47A,0.448085,0.450735
Argk,1.423153125,1.416698438
Aats-trp,0.725452344,0.723578828
,2.53550625,2.538346875
,2.722165625,2.709217188
Tcp-1eta,0.099532984,0.099630508
Lsp2,0.201740625,0.201434688
wupA,1.35829375,1.354203125
,0.490577188,0.491331406
,0.825152031,0.824751484
CHMP2B,#DIV/0!,#DIV/0!
Apoltp,0.366579219,0.364042891
CG1814-RA;CG1814-RB,1.075959219,1.077312891
pzg,0.192025781,0.191712109
,0.246115938,0.246214531
Cpr49Ac,0.892284844,0.894690078
Pu,0.237202656,0.236713672
,0.163140469,0.162369766
brp,0.569695,0.5697725
Map205,0.216716406,0.216654297
,4.9269125,4.93629375
l(2)01289,0.185639844,0.185555078
rump,0.488553125,0.488815938
ox,2.9603875,2.95420625
CG32103-RB;CG4392,1.235714063,1.239417969
BcDNA.GH02439;BcDNA:GH02439,0.89531375,0.897678125
CG10737-RC,0.412848906,0.414175547
Unc-89,0.126220781,0.125854609
CG8500-RA,1.322695313,1.323202344
Cdep,0.704532969,0.709608516
Su(P),0.646602813,0.646906094
,0.906324375,0.907070313
vari,0.689441094,0.689226953
,0.722575625,0.726092188
rept,0.4862975,0.48725125
Mhc,0.194478125,0.193825938
CG6239,0.317842188,0.318443906
Arpc1,0.60267375,0.599963125
His2B,1.828620313,1.826614844
,2.982935938,2.974282031
pnut,0.527991094,0.527989453
fax,0.539872969,0.540783516
Swim,0.840578281,0.844450859
Galpha49B,0.677225625,0.678772188
,0.78718625,0.790109375
His4,1.882745313,1.883752344
,1.663439063,1.657880469
Obp44a,0.842932813,0.840193594
His2A:CG33856;His2A,1.867879688,1.865260156
betaTub56D,0.2798325,0.28004625
NP15.6,2.502525,2.4937625
,1.501046875,1.504251563
Dek,1.151779688,1.154685156
,0.879552188,0.880263906
,1.102662344,1.097188828
P58IPK,1.797442188,1.783428906
,2.006404688,2.001622656
,1.39266875,1.385240625
SmD3,1.184502344,1.180623828
CG8399,0.770580781,0.771274609
Tm1,2.014470313,2.005539844
Zn72D,0.505195,0.5113425
betaTub97EF,0.455948438,0.456465781
Chc,0.500858203,0.484048398
Pcmt,1.5197375,1.51633125
Rab39,0.772471563,0.771404219
Hsp68,0.320243594,0.321808203
AP-2sigma,1.178308125,1.180625938
flw,0.347395156,0.349069922
CG8891,0.7595175,0.75491125
LamC,0.877568281,0.875198359
,1.427770313,1.430664844
,1.69405625,1.695221875
Nca,1.60190625,1.606071875
slgA,0.566274219,0.567970391
Snap,0.839335156,0.840032422
CG34439-RA,3.846159375,3.835770313
Arc1;CR10102,#DIV/0!,#DIV/0!
kcc,0.854005625,0.858202188
TotA,3.009726563,3.016411719
Vps13,0.260176406,0.259501797
Scox,0.80066125,0.797694375
Strn-Mlck,0.258385625,0.257899688
l(2)k09913,1.025912344,1.027341328
Eps-15,0.770254688,0.770572656
,1.46385,1.463125
Prosbeta5,0.584669063,0.584497969
prc,#DIV/0!,#DIV/0!
igl,1.459059375,1.459420313
ste24a,0.728562031,0.729538984
mtd,0.436415313,0.437822344
CG6327-RA,0.560929531,0.558227734
Fas1,1.263073438,1.267538281
Pax,0.243589063,0.243180469
,0.198384844,0.197587578
gammaSnap,0.731721406,0.732884297
CG31345-RA,4.063717188,4.055991406
CG5758-RC,2.23268125,2.215709375
,1.195529688,1.196810156
LanA,0.1980025,0.19800125
vps2,2.253990625,2.266879688
,0.87882125,0.878309375
CG11005,0.694047031,0.693546484
Atpalpha,0.276804375,0.277697813
p38b,0.58791625,0.588379375
,0.684123906,0.682275547
,0.405491406,0.405129297
Ggamma1,1.363912344,1.367041328
Tapdelta,0.675996406,0.675926797
sls,0.171495,0.1716875
BcDNA.GH05536,2.56791875,2.552365625
Arr1,0.437327656,0.438681172
stnB,0.432110313,0.433194844
IA-2,0.825569219,0.828982891
,1.58028125,1.583934375
mRpL30,0.500322031,0.500143984
Tm2,2.271910938,2.264319531
,0.262226563,0.262029219
Khc,0.149086875,0.148914063
dj-1beta,1.098463594,1.096878203
ImpL3,0.465251094,0.464651953
n-syb,2.692167188,2.694416406
chp,0.20005375,0.200555625
scf,0.814009219,0.812855391
Rab10,0.551917813,0.552451094
Droj2,0.250767656,0.250696172
smt3,1.256671875,1.253864063
robl,1.548625,1.5453875
Snx6,0.53611125,0.535839375
uzip,1.892653125,1.894248438
mt:ND5,0.718671094,0.720386953
Ank2,0.568526563,0.569491719
fbl,#DIV/0!,#DIV/0!
Tm1,1.65806875,1.651565625
prom,0.70025125,0.702606875
Syx1A,1.603653125,1.609998438
,1.857382813,1.853083594
,0.576182656,0.578966172
,0.662667344,0.661843828
NUCB1,1.685495313,1.676677344
tsr,0.569660156,0.570422422
Fas2,1.138576563,1.139661719
mt:Cyt-b,1.588403125,1.577323438
,0.623183125,0.623365938
Aac11,0.294676875,0.295286563
l(3)neo18,3.186545313,3.181902344
CG32473-RB;CG32473-RC,0.629495156,0.626537422
,0.366860625,0.366154688
metro,0.662721406,0.663169297
Syt1,1.21045625,1.211871875
Gs1,0.895372188,0.896508906
ltd,1.28678125,1.290109375
Zasp66,4.818135938,4.825282031
CG15881-RA,1.237564063,1.231167969
Prx5,1.964442188,1.964778906
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,0.826584688,0.823742656
Tsp96F,1.01326,1.0151875
bnb,1.403654688,1.404422656
Nup98-96,0.613649688,0.611620156
Pfk,0.216349688,0.216210156
Mlp60A,0.265782813,0.264793594
,0.743605469,0.745054766
trol,0.198113438,0.198718281
Lac,1.317209375,1.319645313
,0.947769688,0.946195156
SmE,#DIV/0!,#DIV/0!
,0.710082031,0.709491484
Cpr62Bc,0.999249688,0.998900156
Rtnl1,1.476114063,1.477942969
TpnC4,2.869784375,2.851907813
LSm7,0.867839375,0.861690313
CRMP,0.304737813,0.305148594
Act79B,0.519492031,0.519253984
HmgZ,2.761253125,2.758123438
,1.8823125,1.87659375
CG5721,0.271921563,0.271329219
Sirup,1.501901563,1.500549219
l(1)G0156,0.816876563,0.815739219
CG5377-RA,2.475029688,2.456510156
Ca-P60A,0.308972188,0.309158906
Chmp1,1.87903125,1.878484375
Bj1,0.650576563,0.649419219
,0.437183594,0.435390703
nrv3,1.325242188,1.327578906
up,3.221954688,3.219047656
,0.937552344,0.934323828
His3.3A;His3,1.015544531,1.015770234
CG42540,1.360923438,1.360163281
,1.849370313,1.843464844
Jupiter,0.74965875,0.747240625
Cpr72Ec,2.042775,2.0376125
Syt7,0.675619688,0.677782656
,0.481159375,0.480775313
